Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,ABW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.85586832234806,2.87071439495488,2.90216619318182,2.9490452005649,3.02157274510144,3.11909262759924,3.23880431726993,3.39122401064578,3.57544925892381,3.79072681704261,4.02541115003265,4.26416923979891,4.50373967450824,4.73370292165457,4.95658827051662,5.17081192189106,5.40059734621599,5.64533172928419,5.85881171114244,6.0286609797079,6.17756572478602,6.35740211351299,6.59276639213433,6.80941098159169,6.96003592276605,7.08277373294692,7.21768584519384,7.39260030280091,7.5652455955762,7.54850922858495,7.21447084568466,6.6265422358475,6.25421969262488,6.21768219328423,6.23485529145907,6.2811191021892,6.33648479906221,6.41748811747517,6.51789870728243,6.62472606581359,6.77827661767771,7.01622280050938,7.28289477284044,7.55172787346983,7.84229582942202,8.13116841770137,8.39636239746311,8.64298508080798,8.90347581144017,9.18298822020591,9.48922972426296,9.85086303363999,10.2595724400202,10.6935133949248,11.1519021016228,11.6404071622938,12.1631984301248,12.7167657393089,13.3108463619964,13.9419664537338,14.5767477805038,15.1295115193663,15.7002096825073,16.3690434830945
Africa Eastern and Southern,AFE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.98594708447797,2.9681383796175,2.95153408375845,2.93735635528122,2.92648541315109,2.91909969202878,2.91457563759382,2.91342887541758,2.91517140992707,2.91787916023724,2.92092288385307,2.92410482855403,2.92708336731403,2.92948390883983,2.93208053169451,2.93520336435643,2.93923910062248,2.94477428619081,2.95240723135591,2.96177317699736,2.96673478134603,2.96944736563757,2.97420965620311,2.97671403919628,2.98001641593939,2.98392822992342,2.98536504099498,2.99339253796755,2.9974185332501,2.99047029324814,2.98220899816397,2.9770719893152,2.97637020927383,2.96878599500686,2.96502509870695,2.96689960753962,2.96963311935063,2.97379093165466,2.9731907531882,2.97350629934644,2.97583878737758,2.97782184613408,2.9783312444956,2.97732171964396,2.9752629861389,2.97281751088741,2.96926625916167,2.96461884883083,2.95779274525472,2.95065063238339,2.94824190761886,2.95166366434947,2.96217852568916,2.97806604990712,2.99814399760311,3.0209800627081,3.04497679911034,3.07482831431294,3.11392234821198,3.15714194166587,3.19216910200426,3.21657276924908,3.24611138116328,3.28646292312111
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.82336216754241,2.80935715469461,2.79283455010343,2.77505711653314,2.75779223783048,2.74167264804529,2.72675559434446,2.71324112344242,2.70025211209359,2.68633941065454,2.67137815759831,2.6556434129871,2.63907560983511,2.62259428452847,2.60745610368136,2.59403235677849,2.58217341070737,2.57173946619894,2.5591706271217,2.54002268818278,2.51693871771505,2.49344486123277,2.46081519532856,2.42334618247218,2.37459553414559,2.31611470945804,2.2769774642869,2.25583591800308,2.24411882778698,2.24285856732744,2.24271646385503,2.24205991414737,2.24219138625437,2.24708649542413,2.25424055420798,2.25945281143721,2.26310859725909,2.26487604399751,2.26406368414857,2.2628010676604,2.26197021041933,2.26194811585133,2.26397395055888,2.26675269120301,2.2686467503968,2.26974934650551,2.2717800234734,2.27621524044213,2.28356920247549,2.29354363572652,2.30661490116607,2.32214045471626,2.33791133871121,2.34976901406028,2.35653566515757,2.35669506261475,2.35549736125691,2.35973702156897,2.36712047688815,2.37615338349114,2.37073382439812,2.35254951873996,2.35514236704931,2.37753752819851
Africa Western and Central,AFW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.31596991213032,3.32519574132526,3.3431649466423,3.35812446830254,3.36792360821034,3.37167292174658,3.37022175265585,3.36344200518843,3.35489568328772,3.3464699508151,3.33431533910922,3.31554905580277,3.29664389452291,3.28289798424757,3.27149184738346,3.26141347468159,3.25170289171526,3.24663391852012,3.24663137906697,3.24717001662806,3.23985828800879,3.22647545328683,3.22002027097363,3.22102994192811,3.21984235274104,3.21426626741854,3.20801270817377,3.20050381926461,3.19147900129001,3.18134205997397,3.17141900603217,3.16017156334863,3.14688979838027,3.13387129048689,3.12053446993217,3.10648135878247,3.09255735952615,3.0786259999689,3.06420379617161,3.0493967783765,3.03474946415658,3.02115811436405,3.01042000313452,3.00133268129033,2.99161624911916,2.98142009788388,2.97157394373316,2.96305191429748,2.95853510122971,2.95599871749777,2.95377118369849,2.9520366927679,2.94862614409658,2.94020552114251,2.92432397377382,2.91026540802581,2.90320940127754,2.90033985448859,2.9026878912076,2.91018496114195,2.91650406072922,2.92399320509607,2.93979179105091,2.96224838411953
Angola,AGO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.15558903551343,3.1615176861781,3.15738191824735,3.14591222412875,3.12720812812592,3.10154996911435,3.06895965724646,3.03032344069905,2.98735712797071,2.94182454454051,2.88610316997643,2.82233552358147,2.75968182434744,2.69823502378013,2.63925319735015,2.58162182036642,2.52534236782536,2.47336317414884,2.42667239120922,2.38486763507067,2.34814380827137,2.3167568142992,2.29103694006906,2.26886928385032,2.25017352422191,2.23747649264333,2.23115663232013,2.22740687802249,2.22848278349231,2.2391565753697,2.25775746913727,2.28692018320579,2.32237746969756,2.3619148922154,2.4091333849745,2.4604267310025,2.51212813686117,2.56180376916407,2.60501260936305,2.64224359442632,2.67386240277283,2.69953363866782,2.71997445477399,2.73612839974248,2.7468515097748,2.74989158894821,2.74799317061731,2.74350079527883,2.73834722321665,2.73339143935583,2.72990245687615,2.72825960098894,2.72626706322346,2.71903360210842,2.70449443635977,2.69128111509288,2.68501394815556,2.68524168427026,2.69303871230468,2.70797798313284,2.72560876675849,2.74470411565894,2.77333855965152,2.81144936806097
Albania,ALB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.48661411785106,5.37214565303962,5.24681817686538,5.15001800383524,5.07428555292145,5.01453825980092,4.96783534939844,4.93193870811874,4.90740951092907,4.89229503379371,4.88245222454686,4.87851858082713,4.88717887898979,4.91298384671335,4.94883931447891,4.99643767727597,5.05588350102367,5.12481592862463,5.19612164956388,5.20540787790785,5.1661977556613,5.12922280680315,5.09329860559221,5.07008292227886,5.06772777219778,5.12616061870806,5.20337136438951,5.24642657919738,5.27045655368218,5.29715383835625,5.37906738507965,5.5014123702154,5.64829987865959,5.82714236225887,6.02258603579637,6.23329211889766,6.43942498300817,6.63831589676868,6.85068295467555,7.0832910602803,7.33069132123503,7.60579089173614,7.91442944240309,8.24096501461232,8.58600861824839,8.95907851317178,9.36032202611209,9.77459627170979,10.1805404435552,10.5633856320802,10.9200550479108,11.2281830971209,11.5093140765442,11.8201351814959,12.1667692065035,12.5431065412926,12.9202121629827,13.3053911120274,13.739521828078,14.2480986631067,14.7670044100644,15.2660050732804,15.7763381628571,16.3020000675759
Andorra,AND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.99789695057834,6.51592511548748,6.10229117806242,5.73227024758708,5.35511419281545,5.06454452105032,4.91590318610693,4.85887478689146,4.87016767582674,4.92859067636756,4.99086426551198,5.0486206655318,5.12044256653744,5.19104514129593,5.2603379322222,5.37742812393109,5.53073669548674,5.70633823198379,5.8958301512143,6.11409082959249,6.38877632296019,6.69249498903641,6.93804898812057,7.14417779092556,7.38059754453197,7.71143994797431,8.01255070023724,8.3730300295889,8.83924235065566,9.32743310384338,9.65454303477385,9.54162438787665,9.56984692563892,9.85981160702997,10.162120332753,10.5739141319314,11.0058764691173,11.3555746180419,11.636319142265,11.9411957175142,12.3216868386999,12.7710623823119,13.1664812197396,12.9782472602198,12.318197107299,11.9160945744344,11.828159652198,11.9165826997649,12.1678673445556,12.5512588212855,12.7437860877754,12.6910764562951,12.6786318556889,12.7504372053435,12.8605720330363,12.9257968645001,13.0178785422858,13.1984409422132,13.4862031345627,13.8257043289506,14.2168518997157,14.5979952401309,14.9689479957343,15.4181507865836
Arab World,ARB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.47910186603672,3.50112970480706,3.53202632022141,3.55688202263771,3.5758228634407,3.58989340879144,3.59170922399537,3.5824792026241,3.57151259036532,3.5582417312947,3.54278673668892,3.52591088013433,3.50810166662627,3.48631558929002,3.462814833,3.44223137702509,3.42105550708373,3.39512116889355,3.36417201257509,3.33232741259481,3.30270044051896,3.27701146939899,3.25504100648988,3.23718490704105,3.2266262955304,3.22163224124872,3.2220897451808,3.22752407193797,3.23472003978483,3.2443745445791,3.24838002984902,3.26435287235299,3.28817371816837,3.3210881050059,3.35505971694564,3.39201025675432,3.43362874658581,3.47690940651981,3.5135229769662,3.54280534874457,3.56568263194566,3.58362725368188,3.60066714666381,3.61555527059292,3.62491187901738,3.62879647295734,3.62882359968862,3.62451481487828,3.62210128036706,3.62625220563092,3.64403455023004,3.66839083280376,3.70160302885378,3.73934774413113,3.78263821470733,3.83059579742831,3.89446274838379,3.98006156404198,4.08181680168791,4.18635530015928,4.27091079157564,4.33911374250505,4.41069032706453,4.51953659979043
United Arab Emirates,ARE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.34934461242096,2.24438179854916,2.14355691084956,2.04781520389459,1.95689201713298,1.87159455068266,1.79363304814156,1.72787979966611,1.63653276701159,1.54427105065509,1.49894166691387,1.4949541380247,1.51994670316755,1.57218688881836,1.6571710730106,1.77800210552881,1.75614500556939,1.6008667871007,1.45568744331339,1.31857034540721,1.19769617012898,1.14556009655818,1.14543412467742,1.14323946586492,1.13936030431946,1.13563171509926,1.11760188035435,1.08807783291536,1.06309475391666,1.04285246170001,1.02740988926468,1.01653248202019,1.00979794110832,1.00596577056726,1.00260374162224,0.997776899262218,1.01325703620777,1.05657342321022,1.11568412471758,1.18964767090354,1.27509767571933,1.36704076347815,1.46110796886191,1.55695097170943,1.65902116678675,1.77435640189591,1.82537781238147,1.70081273725431,1.55490586560652,1.4728365253439,1.42194203445395,1.43143405857427,1.46759051494251,1.48322611511691,1.49656887451666,1.50462849552252,1.48522186061082,1.47888416773632,1.50109608885113,1.52798923207058,1.56409085694231,1.61923304492939,1.63973912932682,1.69563170962521
Argentina,ARG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.27550341422282,5.4220401195082,5.56655763139311,5.70677030609842,5.84558312407797,5.98592763470306,6.13195685336073,6.27643228608689,6.41066145072891,6.53023681306899,6.65035913110663,6.77337226938896,6.88741847617026,6.99348658598447,7.09971766815747,7.21162845906859,7.32480127392282,7.44036217776289,7.55615914436587,7.6604448600497,7.74621860628329,7.82527300576845,7.89319374670983,7.9461063554384,7.99617608263149,8.06206812562601,8.15171241835156,8.25395687615732,8.36672589370121,8.4895212870722,8.61060118602752,8.73730157187294,8.87414949354887,9.00285633208708,9.12619433379034,9.24019860838403,9.34223513301205,9.441159967,9.52582364983122,9.59482405636771,9.65977735681297,9.72531553667937,9.790735571,9.84463418210391,9.89708976463533,9.96522548078547,10.044713665588,10.1164504485283,10.1938054452007,10.2962560290606,10.4021031811045,10.5160940359427,10.6423346589394,10.7671573801093,10.894142131574,11.0315216694284,11.1688143183761,11.3071247613454,11.4636515159043,11.6325391913594,11.7934339853714,11.9186207827562,12.0340800139112,12.2030217969226
